om,yr,mo,dy,date,time,ts,UTC,tz,st,slat,slon,elat,elon,tempmax,tempmin,temp,humidity,dew,precip,preciptype,windspeed,winddir,pressure,cloudcover,visibility
620660,2021,10,24,10/24/2021,19:23:00,10/24/2021 19:23,10/25/2021 0:23,3,MO,37.7049,-90.4095,37.803,-90.13,,,74,71.2,64.1,0,,13.9,180,1006.5,0.2,9.9
620661,2021,10,24,10/24/2021,19:29:00,10/24/2021 19:29,10/25/2021 0:29,3,MO,37.449,-90.609,37.525,-90.45,,,74.4,70.7,64.2,0,,13.9,180,1006.5,0,9.9
620662,2021,10,24,10/24/2021,19:47:00,10/24/2021 19:47,10/25/2021 0:47,3,MO,37.5425,-90.3921,37.651,-90.077,,,73.1,75.8,65,0,,16.1,190,1006.6,50,8.7
620663,2021,10,24,10/24/2021,20:02:00,10/24/2021 20:02,10/25/2021 1:02,3,MO,37.858,-89.98,37.9858,-89.7248,,,74,71.8,64.3,0,,15.1,186,1006.3,41.7,9.4
620663,2021,10,24,10/24/2021,20:02:00,10/24/2021 20:02,10/25/2021 1:02,3,MO,37.858,-89.98,37.8773,-89.9425,,,74,71.8,64.3,0,,15.1,186,1006.3,41.7,9.4
620663,2021,10,24,10/24/2021,20:06:00,10/24/2021 20:06,10/25/2021 1:06,3,IL,37.8773,-89.9425,37.9858,-89.7248,,,74.1,71.4,64.2,0,,15,186,1006.3,41.2,9.5
620664,2021,10,24,10/24/2021,20:42:00,10/24/2021 20:42,10/25/2021 1:42,3,MO,37.61,-90.06,37.62,-90.02,,,72.5,76.3,64.7,0,,15,176,1005.9,74.2,9.9
620665,2021,10,24,10/24/2021,20:54:00,10/24/2021 20:54,10/25/2021 1:54,3,IL,38.393,-89.204,38.412,-89.175,,,75,66.6,63.1,0,,18.2,187,1005.5,91.8,9.9
620666,2021,10,24,10/24/2021,22:04:00,10/24/2021 22:04,10/25/2021 3:04,3,MO,37.0968,-90.32,37.21,-89.9,,,73.7,70.7,63.6,0,,16.4,177,1006.1,59.2,9.9
620667,2021,10,25,10/25/2021,18:02:00,10/25/2021 18:02,10/25/2021 23:02,3,VA,36.6796,-79.1481,36.6889,-79.1079,,,72.5,73.2,63.4,0,,6.6,136,1005.3,91.1,9.9
620668,2021,10,26,10/26/2021,19:55:00,10/26/2021 19:55,10/27/2021 0:55,3,OK,35.908,-99.479,35.908,-99.479,,,78.3,59,62.8,0.003,['rain'],25.7,150,996.9,0,9.9
620669,2021,10,26,10/26/2021,21:10:00,10/26/2021 21:10,10/27/2021 2:10,3,KS,37.809,-98.4275,37.8029,-98.4285,,,70.2,75.3,62.1,0,,20.4,148,999.4,69.2,9.9
620670,2021,10,26,10/26/2021,22:54:00,10/26/2021 22:54,10/27/2021 3:54,3,OK,35.388,-97.942,35.388,-97.942,,,73.2,79.7,66.5,0,,26.9,150,1001.2,98.8,9.9
620671,2021,10,26,10/26/2021,23:36:00,10/26/2021 23:36,10/27/2021 4:36,3,OK,35.258,-97.413,35.311,-97.325,,,73.3,78.7,66.3,0,,21.3,141,1001.3,98.5,9.9
620672,2021,10,27,10/27/2021,7:50:00,10/27/2021 7:50,10/27/2021 12:50,3,TX,30.12,-95.36,30.12,-95.36,,,77.4,87.5,73.4,0,,9.7,150,1002.4,97.4,9.9
620673,2021,10,27,10/27/2021,7:54:00,10/27/2021 7:54,10/27/2021 12:54,3,TX,29.9036,-94.0196,29.9077,-94.0168,,,78.2,92.5,75.9,0,,12.6,149,1004.3,51.3,3.9
620674,2021,10,27,10/27/2021,8:33:00,10/27/2021 8:33,10/27/2021 13:33,3,TX,30.1108,-93.8337,30.1326,-93.8101,,,81.1,89.8,77.8,0,,7.2,140,1004.7,100,6.8
620675,2021,10,27,10/27/2021,8:45:00,10/27/2021 8:45,10/27/2021 13:45,3,TX,30.1772,-93.8033,30.2715,-93.7654,,,80.9,90,77.7,0,,7.8,140,1004.5,100,6.8
620676,2021,10,27,10/27/2021,9:35:00,10/27/2021 9:35,10/27/2021 14:35,3,LA,30.4258,-93.6528,30.4525,-93.6486,,,76.6,91.4,73.9,0.009,['rain'],9.2,131,1004.4,100,8.5
620677,2021,10,27,10/27/2021,10:44:00,10/27/2021 10:44,10/27/2021 15:44,3,LA,30.3346,-93.6165,30.3406,-93.6087,,,76.5,92,74,0.05,['rain'],9.2,135,1004,100,8.6
620678,2021,10,27,10/27/2021,11:20:00,10/27/2021 11:20,10/27/2021 16:20,3,LA,30.1518,-93.2668,30.1509,-93.23,,,78.4,91.3,75.7,0.01,['rain'],11.4,150,1004.5,100,4.8
620679,2021,10,27,10/27/2021,11:28:00,10/27/2021 11:28,10/27/2021 16:28,3,LA,30.2078,-93.1775,30.2031,-93.163,,,78.5,91.2,75.7,0.01,['rain'],11.4,150,1004.5,100,4.9
620680,2021,10,27,10/27/2021,13:56:00,10/27/2021 13:56,10/27/2021 18:56,3,LA,31.012,-91.6317,31.0255,-91.6067,,,78.5,81.3,72.2,0,,12.6,143,1003.5,94.2,9.9
620681,2021,10,27,10/27/2021,15:52:00,10/27/2021 15:52,10/27/2021 20:52,3,LA,30.3685,-90.0926,30.3716,-90.0922,,,81.4,72.1,71.6,0,,15.3,136,1003.9,98,9.9
620682,2021,10,27,10/27/2021,17:49:00,10/27/2021 17:49,10/27/2021 22:49,3,MS,30.5196,-89.6734,30.5377,-89.6426,,,77.8,83.6,72.4,0.034,['rain'],15.5,135,1001.6,100,7.9
620683,2021,10,27,10/27/2021,19:31:00,10/27/2021 19:31,10/28/2021 0:31,3,MS,30.4003,-88.5177,30.4014,-88.5033,,,75.7,85.7,71.1,0.002,['rain'],12.7,130,1003.8,99.7,9.8
620684,2021,10,28,10/28/2021,12:16:00,10/28/2021 12:16,10/28/2021 17:16,3,FL,27.39,-82.22,27.41,-82.18,,,83.5,84.2,78.2,0.004,['rain'],16.3,203,1009,42.9,8.9
620685,2021,11,10,11/10/2021,18:35:00,11/10/2021 18:35,11/11/2021 0:35,3,OK,34.61,-97.76,34.58,-97.7,,,66.2,81.6,60.4,0,,6.6,219,1007.3,82.3,9.9
620686,2021,11,10,11/10/2021,19:14:00,11/10/2021 19:14,11/11/2021 1:14,3,OK,36.132,-95.976,36.132,-95.967,,,64.6,87.1,60.7,0.009,['rain'],9.8,171,1007.7,95.1,9.9
620687,2021,11,10,11/10/2021,19:26:00,11/10/2021 19:26,11/11/2021 1:26,3,OK,36.118,-95.761,36.12,-95.755,,,64.5,84.8,59.8,0.006,['rain'],10.8,171,1007.6,92.9,9.9
620688,2021,11,10,11/10/2021,19:29:00,11/10/2021 19:29,11/11/2021 1:29,3,OK,36.179,-95.764,36.18,-95.758,,,64.6,84.2,59.7,0.003,['rain'],11.4,171,1007.3,91.6,9.9
620689,2021,11,11,11/11/2021,0:40:00,11/11/2021 0:40,11/11/2021 6:40,3,TX,32.4005,-94.2352,32.4002,-94.2252,,,67.8,84,62.8,0,,13.1,180,1010.7,97.7,9.9
620690,2021,11,11,11/11/2021,0:51:00,11/11/2021 0:51,11/11/2021 6:51,3,TX,32.4021,-94.1055,32.3992,-94.0606,,,68.2,81.5,62.3,0,,13.2,178,1010.5,100,9.9
620691,2021,11,11,11/11/2021,1:02:00,11/11/2021 1:02,11/11/2021 7:02,3,LA,32.5302,-93.9118,32.5318,-93.9097,,,68.9,76.7,61.3,0,,13.5,176,1010.1,98.5,9.9
620692,2021,11,11,11/11/2021,2:06:00,11/11/2021 2:06,11/11/2021 8:06,3,LA,32.2551,-93.2998,32.2572,-93.2799,,,68.4,78.5,61.4,0,,13.2,175,1009.9,92.6,9.9
620693,2021,11,11,11/11/2021,15:03:00,11/11/2021 15:03,11/11/2021 21:03,3,AL,32.617,-86.0858,32.6212,-86.0823,,,73.9,65.8,61.8,0,,8.4,178,1012.6,86.1,9.9
620694,2021,11,12,11/12/2021,10:12:00,11/12/2021 10:12,11/12/2021 16:12,3,NY,41.766,-73.664,41.789,-73.628,,,62.6,87.9,59,0.065,['rain'],8.8,160,1010.8,17.4,3.7
620695,2021,11,13,11/13/2021,13:37:00,11/13/2021 13:37,11/13/2021 19:37,3,NY,40.6249,-73.7198,40.7342,-73.5147,,,62,71.9,52.8,0,,21.5,160,1001.2,89.3,9.9
620696,2021,11,13,11/13/2021,14:20:00,11/13/2021 14:20,11/13/2021 20:20,3,NY,40.7178,-73.1972,40.7231,-73.1901,,,61.7,66.2,50.3,0,,20.3,154,1002.4,69.3,9.9
620697,2021,11,13,11/13/2021,14:30:00,11/13/2021 14:30,11/13/2021 20:30,3,CT,41.4875,-72.9355,41.5187,-72.8804,,,58.5,68,48,0,,13.3,155,1000.9,83.2,9.9
620698,2021,11,13,11/13/2021,14:40:00,11/13/2021 14:40,11/13/2021 20:40,3,NY,40.7868,-72.9423,40.7989,-72.9238,,,60.9,65.4,49.2,0,,17.4,155,1000.8,56.7,9.9
620699,2021,11,13,11/13/2021,14:42:00,11/13/2021 14:42,11/13/2021 20:42,3,NY,40.7982,-72.8712,40.8537,-72.8101,,,61.1,64.2,48.9,0,,18.2,151,1000.8,50,9.9
620700,2021,11,13,11/13/2021,14:44:00,11/13/2021 14:44,11/13/2021 20:44,3,CT,41.2776,-72.7951,41.2944,-72.765,,,60.9,69.3,50.8,0,,14.1,160,1000.3,32.9,9.9
620701,2021,11,13,11/13/2021,14:53:00,11/13/2021 14:53,11/13/2021 20:53,3,NY,40.8086,-72.6949,40.8323,-72.6333,,,61,66.5,49.8,0,,12,158,1001,12.6,9.9
620702,2021,11,13,11/13/2021,15:08:00,11/13/2021 15:08,11/13/2021 21:08,3,NY,40.8513,-72.5341,40.9255,-72.407,,,61,67,49.9,0,,11,160,1001.1,7.7,9.9
620703,2021,11,13,11/13/2021,15:48:00,11/13/2021 15:48,11/13/2021 21:48,3,CT,41.7039,-71.8663,41.7556,-71.7763,,,56.1,63.7,44,0,,8.1,150,1001,96.2,9.9
620703,2021,11,13,11/13/2021,15:48:00,11/13/2021 15:48,11/13/2021 21:48,3,CT,41.7039,-71.8663,41.7422,-71.7901,,,56.1,63.7,44,0,,8.1,150,1001,96.2,9.9
620703,2021,11,13,11/13/2021,15:59:00,11/13/2021 15:59,11/13/2021 21:59,3,RI,41.7422,-71.7901,41.7556,-71.7763,,,55.4,60.6,42,0,,8.3,150,1001.5,79.6,9.9
620704,2021,11,13,11/13/2021,15:54:00,11/13/2021 15:54,11/13/2021 21:54,3,CT,41.3822,-71.8364,41.3849,-71.833,,,57.8,72.8,49.1,0,,15.2,150,1001.2,52.3,9.9
620704,2021,11,13,11/13/2021,15:54:00,11/13/2021 15:54,11/13/2021 21:54,3,CT,41.3822,-71.8364,41.3849,-71.833,,,57.8,72.8,49.1,0,,15.2,150,1001.2,52.3,9.9
620704,2021,11,13,11/13/2021,15:55:00,11/13/2021 15:55,11/13/2021 21:55,3,RI,41.3967,-71.8186,41.3849,-71.833,,,57.8,73,49.2,0,,15.1,150,1001.2,52.5,9.9
620705,2021,11,13,11/13/2021,16:18:00,11/13/2021 16:18,11/13/2021 22:18,3,RI,41.5656,-71.4811,41.5878,-71.4594,,,56.1,60.6,42.7,0,,10.2,145,1001.6,94.9,9.9
620706,2021,12,5,12/5/2021,20:24:00,12/5/2021 20:24,12/6/2021 2:24,3,KY,37.0641,-88.5377,37.0639,-88.5325,,,65.5,89,62.2,0,,9.7,193,1009.1,93.8,9.9
620707,2021,12,5,12/5/2021,22:02:00,12/5/2021 22:02,12/6/2021 4:02,3,MO,36.951,-93.253,36.948,-93.191,,,63.9,86.6,59.9,0.005,['rain'],10.8,255,1006.9,55.5,9.6
620708,2021,12,5,12/5/2021,22:21:00,12/5/2021 22:21,12/6/2021 4:21,3,IL,37.9,-88.97,37.91,-88.9,,,66.7,87.9,63,0,,16.6,210,1006.8,98.6,9.9
620709,2021,12,6,12/6/2021,3:10:00,12/6/2021 3:10,12/6/2021 9:10,3,KY,38.2337,-84.8811,38.2405,-84.8552,,,56.9,96.5,55.9,0.178,['rain'],9.2,181,1006.2,100,4.9
620710,2021,12,6,12/6/2021,3:22:00,12/6/2021 3:22,12/6/2021 9:22,3,KY,38.2652,-84.6827,38.2652,-84.6781,,,56.6,93.7,54.8,0.214,['rain'],9.6,190,1006.9,100,4.2
620711,2021,12,6,12/6/2021,3:23:00,12/6/2021 3:23,12/6/2021 9:23,3,KY,36.62,-88.72,36.59,-88.62,,,64.6,81.5,58.8,0.009,['rain'],15.1,207,1007.9,98.8,9.9
620712,2021,12,6,12/6/2021,3:34:00,12/6/2021 3:34,12/6/2021 9:34,3,KY,36.59,-88.53,36.57,-88.36,,,64,83.9,59.1,0.005,['rain'],15.3,192,1007.4,99.5,8.9
620713,2021,12,6,12/6/2021,4:33:00,12/6/2021 4:33,12/6/2021 10:33,3,KY,36.83,-87.22,36.8477,-87.0665,,,64.4,88.3,60.9,0.109,['rain'],16.5,210,1006.5,84.5,9.9
620714,2021,12,6,12/6/2021,4:40:00,12/6/2021 4:40,12/6/2021 10:40,3,KY,36.74,-87.17,36.74,-87.09,,,64.5,87.6,60.7,0.116,['rain'],16.2,210,1006.5,86.1,9.9
620715,2021,12,6,12/6/2021,5:59:00,12/6/2021 5:59,12/6/2021 11:59,3,TN,36.385,-86.2221,36.384,-86.1379,,,64.6,81.6,58.9,0.029,['rain'],19.8,202,1008.7,100,7.6
620716,2021,12,6,12/6/2021,6:34:00,12/6/2021 6:34,12/6/2021 12:34,3,TN,35.234,-87.544,35.2351,-87.5395,,,64.4,91.2,61.8,0.011,['rain'],12.2,215,1010.9,94.3,7.3
620717,2021,12,6,12/6/2021,6:55:00,12/6/2021 6:55,12/6/2021 12:55,3,LA,31.2,-93.13,31.2016,-93.1263,,,70.3,97.2,69.4,0.022,['rain'],4,145,1014.8,100,7.6
620718,2021,12,6,12/6/2021,6:56:00,12/6/2021 6:56,12/6/2021 12:56,3,TN,36.4755,-85.3063,36.4788,-85.2599,,,62.8,88.9,59.5,0.004,['rain'],16.3,214,1009.8,79.7,9.9
620719,2021,12,6,12/6/2021,7:04:00,12/6/2021 7:04,12/6/2021 13:04,3,TN,36.479,-85.195,36.4822,-85.1413,,,62.7,89.8,59.6,0.005,['rain'],16,215,1009.7,79,9.9
620720,2021,12,6,12/6/2021,7:40:00,12/6/2021 7:40,12/6/2021 13:40,3,TN,35.3945,-86.3314,35.393,-86.1896,,,62.7,88.2,59.1,0.013,['rain'],9.3,221,1012.9,100,6.3
620721,2021,12,6,12/6/2021,9:05:00,12/6/2021 9:05,12/6/2021 15:05,3,AL,34.39,-86.95,34.38,-86.93,,,63.5,95.1,62.1,0.056,['rain'],12.4,229,1014.7,100,2.7
620722,2021,12,6,12/6/2021,14:56:00,12/6/2021 14:56,12/6/2021 20:56,3,LA,30.438,-90.0813,30.4435,-90.0461,,,77.8,67,66,0,,10.3,233,1014.4,35.4,9.9
620723,2021,12,8,12/8/2021,0:07:00,12/8/2021 0:07,12/8/2021 6:07,3,FL,30.4952,-86.1819,30.5009,-86.1534,,,66.6,97.2,65.8,0.075,['rain'],3.6,66,1015.9,100,4.2
620724,2021,12,8,12/8/2021,16:20:00,12/8/2021 16:20,12/8/2021 22:20,3,FL,29.9412,-82.1101,29.9385,-82.1016,,,74.5,72.8,65.1,0.003,['rain'],11.5,225,1013.8,89.4,9.3
620725,2021,12,10,12/10/2021,16:12:00,12/10/2021 16:12,12/10/2021 22:12,3,AL,32.4364,-86.1324,32.4378,-86.1297,,,73,87.5,69.1,0.006,['rain'],0,0,1014.6,100,9.5
620726,2021,12,10,12/10/2021,18:13:00,12/10/2021 18:13,12/11/2021 0:13,3,MO,37.345,-92.75,37.388,-92.648,,,70.1,62,56.5,0,,16.1,184,998.4,75.2,9.9
620727,2021,12,10,12/10/2021,18:15:00,12/10/2021 18:15,12/11/2021 0:15,3,AR,35.4747,-91.2306,35.5307,-91.1338,,,73.3,76,65.3,0,,21,180,1002.8,2.5,9.9
620728,2021,12,10,12/10/2021,18:40:00,12/10/2021 18:40,12/11/2021 0:40,3,AR,35.6067,-90.9342,35.6222,-90.8849,,,72.5,80,65.9,0,,19,175,1002.7,18.3,9.9
620729,2021,12,10,12/10/2021,18:55:00,12/10/2021 18:55,12/11/2021 0:55,3,MO,39.0749,-91.5897,39.1041,-91.5195,,,63.1,86.1,58.8,0,,10.9,161,995.6,94.5,7.6
620730,2021,12,10,12/10/2021,18:57:00,12/10/2021 18:57,12/11/2021 0:57,3,AR,35.7084,-90.733,35.7491,-90.6356,,,73.6,76.9,65.9,0,,18.3,180,1002.9,3.3,9.9
620731,2021,12,10,12/10/2021,19:03:00,12/10/2021 19:03,12/11/2021 1:03,3,AR,35.7326,-90.5971,35.7477,-90.5831,,,73.8,76.3,65.9,0,,18.3,180,1003,1.2,9.9
620732,2021,12,10,12/10/2021,19:07:00,12/10/2021 19:07,12/11/2021 1:07,3,AR,35.7867,-90.5511,36.3993,-89.3113,,,73.9,76.2,65.9,0,,18.3,180,1003,0.8,9.9
620732,2021,12,10,12/10/2021,19:07:00,12/10/2021 19:07,12/11/2021 1:07,3,AR,35.7867,-90.5511,35.998,-90.137,,,73.9,76.2,65.9,0,,18.3,180,1003,0.8,9.9
620732,2021,12,10,12/10/2021,19:37:00,12/10/2021 19:37,12/11/2021 1:37,3,MO,35.998,-90.137,36.284,-89.57,,,73.5,81.2,67.4,0.002,['rain'],15.2,204,1003.5,89.1,7.9
620732,2021,12,10,12/10/2021,20:10:00,12/10/2021 20:10,12/11/2021 2:10,3,TN,36.226,-89.694,36.3993,-89.3113,,,73.8,82.2,68,0,,15.1,188,1003.9,89.3,9
620733,2021,12,10,12/10/2021,19:35:00,12/10/2021 19:35,12/11/2021 1:35,3,MO,38.598,-90.907,38.743,-90.487,,,66.4,97.7,65.7,0,,9,152,997,25,8.6
620734,2021,12,10,12/10/2021,19:37:00,12/10/2021 19:37,12/11/2021 1:37,3,MO,36.708,-93.387,36.712,-93.377,,,71.6,68.8,60.8,0,,12.8,180,998.7,88.8,9.9
620735,2021,12,10,12/10/2021,19:47:00,12/10/2021 19:47,12/11/2021 1:47,3,IL,39.8954,-90.2398,40.0096,-90.0506,,,62.7,99.3,62.5,0.001,['rain'],20.7,164,995.7,100,5
620736,2021,12,10,12/10/2021,19:49:00,12/10/2021 19:49,12/11/2021 1:49,3,MO,36.761,-93.224,36.77,-93.198,,,71.2,69.5,60.7,0,,13.3,180,998.5,81.6,9.9
620737,2021,12,10,12/10/2021,20:06:00,12/10/2021 20:06,12/11/2021 2:06,3,AR,35.6324,-91.2636,35.6356,-91.2547,,,70.2,89.2,66.8,0.058,['rain'],14.5,212,1002.4,98.7,9.7
620738,2021,12,10,12/10/2021,20:07:00,12/10/2021 20:07,12/11/2021 2:07,3,IL,40.0607,-89.9153,40.0919,-89.8393,,,62.6,95,61.2,0.001,['rain'],19.9,167,996.4,100,5.7
620739,2021,12,10,12/10/2021,20:13:00,12/10/2021 20:13,12/11/2021 2:13,3,AR,35.3038,-91.3689,35.3661,-91.227,,,71.1,87.9,67.4,0.032,['rain'],12.6,207,1002.5,76.9,9.2
620740,2021,12,10,12/10/2021,20:27:00,12/10/2021 20:27,12/11/2021 2:27,3,IL,38.757,-90.058,38.781,-89.986,,,65.4,93.4,63.5,0,,15,161,998,43.7,8.6
620741,2021,12,10,12/10/2021,20:30:00,12/10/2021 20:30,12/11/2021 2:30,3,AR,35.4077,-91.125,35.4129,-91.1186,,,70.8,86.5,66.5,0.118,['rain'],13.9,183,1001.1,90.8,4.7
620742,2021,12,10,12/10/2021,20:30:00,12/10/2021 20:30,12/11/2021 2:30,3,AR,35.822,-90.919,35.848,-90.843,,,71.3,85.2,66.6,0.035,['rain'],17.4,197,1001.6,62.9,7.7
620743,2021,12,10,12/10/2021,20:32:00,12/10/2021 20:32,12/11/2021 2:32,3,KY,37.257,-87.184,37.276,-87.141,,,68.3,90,65.3,0.002,['rain'],14.6,177,1004.1,98.7,9.3
620744,2021,12,10,12/10/2021,20:39:00,12/10/2021 20:39,12/11/2021 2:39,3,TN,36.4192,-89.2733,36.4236,-89.2623,,,71.1,94.4,69.4,0,,13.9,169,1002.9,91.8,9.9
620745,2021,12,10,12/10/2021,20:41:00,12/10/2021 20:41,12/11/2021 2:41,3,TN,36.4066,-89.2241,36.442,-89.1901,,,71,95.1,69.5,0,,14.2,166,1003,94.2,9.9
620746,2021,12,10,12/10/2021,20:43:00,12/10/2021 20:43,12/11/2021 2:43,3,TN,36.443,-89.2139,36.4458,-89.2078,,,70.8,94,69,0,,14.1,170,1002.8,90.6,9.9
620747,2021,12,10,12/10/2021,20:45:00,12/10/2021 20:45,12/11/2021 2:45,3,AR,35.4845,-90.9068,35.4893,-90.9001,,,71.3,85.6,66.7,0.02,['rain'],16.5,189,1001.3,73.7,5.9
620748,2021,12,10,12/10/2021,20:51:00,12/10/2021 20:51,12/11/2021 2:51,3,AR,35.5093,-90.8431,35.5099,-90.8418,,,71.9,83.8,66.7,0.027,['rain'],17.9,190,1001.6,62.3,6.6
620749,2021,12,10,12/10/2021,20:53:00,12/10/2021 20:53,12/11/2021 2:53,3,IL,38.985,-89.57,39.2704,-88.8982,,,64.1,96.5,63.1,0,,16.5,169,997.3,100,5.3
620750,2021,12,10,12/10/2021,20:54:00,12/10/2021 20:54,12/11/2021 2:54,3,TN,36.483,-89.135,37.6078,-86.5062,,,70.8,94.8,69.2,0,,14.2,169,1002.8,91.5,9.9
620750,2021,12,10,12/10/2021,20:54:00,12/10/2021 20:54,12/11/2021 2:54,3,TN,36.483,-89.135,36.503,-89.106,,,70.8,94.8,69.2,0,,14.2,169,1002.8,91.5,9.9
620750,2021,12,10,12/10/2021,20:56:00,12/10/2021 20:56,12/11/2021 2:56,3,KY,36.503,-89.106,37.6078,-86.5062,,,70.7,94.7,69.1,0,,14.2,169,1002.8,91.5,9.9
620750,2021,12,10,12/10/2021,20:56:00,12/10/2021 20:56,12/11/2021 2:56,3,KY,0,0,0,0,,,,,,,,,,,,
620750,2021,12,10,12/10/2021,20:56:00,12/10/2021 20:56,12/11/2021 2:56,3,KY,0,0,0,0,,,,,,,,,,,,
620750,2021,12,10,12/10/2021,20:56:00,12/10/2021 20:56,12/11/2021 2:56,3,KY,0,0,0,0,,,,,,,,,,,,
620751,2021,12,10,12/10/2021,21:11:00,12/10/2021 21:11,12/11/2021 3:11,3,AR,35.6654,-90.5268,35.6915,-90.4719,,,72.4,82.4,66.7,0.06,['rain'],20.2,199,1001.8,40.9,9.1
620752,2021,12,10,12/10/2021,21:50:00,12/10/2021 21:50,12/11/2021 3:50,3,IL,39.419,-88.59,39.536,-88.335,,,63.2,94.8,61.7,0.008,['rain'],19.1,159,997.1,100,6.5
620753,2021,12,10,12/10/2021,22:05:00,12/10/2021 22:05,12/11/2021 4:05,3,IN,41.4058,-87.4543,41.4326,-87.3702,,,56,99.4,55.8,0.014,['rain'],16.1,174,994.9,100,3.3
620754,2021,12,10,12/10/2021,22:05:00,12/10/2021 22:05,12/11/2021 4:05,3,MO,37.272,-90.887,37.302,-90.768,,,67.8,82.7,62.4,0.125,['rain'],19.2,204,999.7,44.8,9.9
620755,2021,12,10,12/10/2021,22:18:00,12/10/2021 22:18,12/11/2021 4:18,3,IL,39.6,-88.1,39.66,-88.01,,,62.7,94.8,61.1,0.001,['rain'],22.1,170,997.2,100,6.5
620756,2021,12,10,12/10/2021,22:32:00,12/10/2021 22:32,12/11/2021 4:32,3,TN,36.12,-89.26,36.814,-87.233,,,74.4,80.5,68,0.005,['rain'],15.1,186,1002.8,92.5,7.6
620756,2021,12,10,12/10/2021,22:32:00,12/10/2021 22:32,12/11/2021 4:32,3,TN,36.12,-89.26,36.6372,-87.6877,,,74.4,80.5,68,0.005,['rain'],15.1,186,1002.8,92.5,7.6
620756,2021,12,10,12/10/2021,22:32:00,12/10/2021 22:32,12/11/2021 4:32,3,TN,0,0,0,0,,,,,,,,,,,,
620756,2021,12,10,12/10/2021,23:49:00,12/10/2021 23:49,12/11/2021 5:49,3,KY,36.497,-88.056,36.814,-87.233,,,72.5,84.8,67.7,0,,16.8,195,1003.4,88.7,9.9
620757,2021,12,10,12/10/2021,22:41:00,12/10/2021 22:41,12/11/2021 4:41,3,IL,39.8494,-87.6693,39.8843,-87.6177,,,63.2,98.9,62.9,0.019,['rain'],22.7,181,996.8,100,9.3
620758,2021,12,11,12/11/2021,0:06:00,12/11/2021 0:06,12/11/2021 6:06,3,KY,37.7753,-86.1383,37.7861,-86.1069,,,65,97.1,64.2,0.019,['rain'],16.7,173,1003.8,100,9.4
620759,2021,12,11,12/11/2021,0:40:00,12/11/2021 0:40,12/11/2021 6:40,3,TN,35.308,-89.463,35.31,-89.454,,,75.7,71.6,65.9,0,,27.7,208,1003.4,97.5,9.9
620760,2021,12,11,12/11/2021,0:47:00,12/11/2021 0:47,12/11/2021 6:47,3,KY,36.8594,-87.0315,37.0312,-86.5721,,,74.4,74.4,65.7,0,,22.2,193,1003.3,78.1,9.9
620761,2021,12,11,12/11/2021,0:51:00,12/11/2021 0:51,12/11/2021 6:51,3,KY,38.0035,-85.4995,38.0142,-85.468,,,68.4,89.1,65.1,0.041,['rain'],16.4,180,1002.1,100,8.7
620762,2021,12,11,12/11/2021,1:09:00,12/11/2021 1:09,12/11/2021 7:09,3,KY,36.916,-86.618,37.116,-86.151,,,71.7,80.1,65.2,0,,22.2,190,1004.5,91.4,9.9
620763,2021,12,11,12/11/2021,1:19:00,12/11/2021 1:19,12/11/2021 7:19,3,KY,36.9559,-86.4231,37.0073,-86.3395,,,71.9,78.9,65,0,,23,190,1004.3,89.5,9.9
620764,2021,12,11,12/11/2021,1:32:00,12/11/2021 1:32,12/11/2021 7:32,3,TN,35.61,-88.67,35.65,-88.54,,,73.2,75.9,65.1,0.015,['rain'],16.5,200,1003.4,99.6,9.9
620765,2021,12,11,12/11/2021,1:38:00,12/11/2021 1:38,12/11/2021 7:38,3,KY,37.066,-86.088,37.2264,-85.8564,,,71.1,80.9,64.9,0,,16.5,193,1004.2,98.5,9.9
620766,2021,12,11,12/11/2021,1:40:00,12/11/2021 1:40,12/11/2021 7:40,3,TN,35.68,-88.48,35.77,-88.23,,,73.2,75.2,64.9,0.007,['rain'],19.3,201,1003.9,100,9.8
620767,2021,12,11,12/11/2021,1:52:00,12/11/2021 1:52,12/11/2021 7:52,3,KY,37.222,-85.927,37.342,-85.521,,,70.7,82.2,65,0,,17.3,195,1004.1,98.5,9.9
620768,2021,12,11,12/11/2021,2:00:00,12/11/2021 2:00,12/11/2021 8:00,3,TN,35.8,-88.17,35.82,-88.01,,,73.3,74.4,64.7,0.002,['rain'],20.6,201,1004.4,100,9.8
620769,2021,12,11,12/11/2021,2:06:00,12/11/2021 2:06,12/11/2021 8:06,3,OH,40.7305,-83.8264,40.7405,-83.7989,,,60.6,90.5,57.8,0.202,['rain'],18.8,181,996.8,100,3.8
620770,2021,12,11,12/11/2021,2:15:00,12/11/2021 2:15,12/11/2021 8:15,3,TN,35.7916,-87.8868,35.9106,-87.6705,,,73.1,77.8,65.7,0,,20.9,199,1004.8,100,9.3
620771,2021,12,11,12/11/2021,2:20:00,12/11/2021 2:20,12/11/2021 8:20,3,KY,37.408,-85.427,37.502,-85.19,,,68.2,84.9,63.4,0,,19.8,183,1005.5,71.7,9.9
620772,2021,12,11,12/11/2021,2:33:00,12/11/2021 2:33,12/11/2021 8:33,3,TN,35.9246,-87.6214,35.9725,-87.5068,,,70.5,82.1,64.8,0.006,['rain'],19.8,207,1003.8,100,9.2
620773,2021,12,11,12/11/2021,2:40:00,12/11/2021 2:40,12/11/2021 8:40,3,TN,35.9786,-87.4798,36.051,-87.3122,,,69.3,83.2,64,0.009,['rain'],18.2,226,1004.2,100,9.3
