,temp,humidity,dew,precip,preciptype,windspeed,winddir,pressure,cloudcover,visibility,mean,max,min,var,nonzeros,above_threshold,label,set
1545,79.2,54.4,61.3,0.0,0,15.4,242.0,1003.2,37.1,9.9,0.0,0.0,0.0,0.0,0,0,2,train
1258,84.7,63.3,70.8,0.0,0,7.1,135.0,1012.8,35.8,9.7,6.199625015258789,55.79999923706055,0.0,184.91326904296875,330,330,2,train
4935,75.2,77.5,67.7,0.0,0,10.8,188.0,1010.2,51.8,9.1,7.8189377784729,56.400001525878906,0.0,252.30508422851562,364,364,2,test
5459,78.2,86.2,73.7,0.0,0,7.7,134.0,1016.7,0.0,9.9,25.765439987182617,64.70000457763672,0.0,511.5207824707031,987,987,2,train
3764,84.9,37.6,56.2,0.0,0,8.1,152.0,1011.4,0.0,9.9,1.1669375896453857,53.0,0.0,32.55376052856445,77,77,2,train
6198,66.8,59.3,52.2,0.0,0,31.9,171.0,991.8,2.7,9.9,12.122937202453613,65.4000015258789,0.0,189.7318115234375,1010,1010,2,train
973,75.8,77.1,68.1,0.0,0,8.4,157.0,1004.9,90.0,8.0,0.015625,9.0,0.0,0.13163085281848907,3,3,2,train
5557,74.1,49.0,53.7,0.0,0,9.5,127.0,1011.5,0.0,9.9,16.102062225341797,61.20000076293945,0.0,281.2155456542969,893,893,2,test
3444,83.8,77.2,75.9,0.013,1,14.0,120.0,1009.2,6.4,9.7,18.43025016784668,56.400001525878906,0.0,440.2042541503906,780,780,2,train
3759,80.9,48.5,59.7,0.0,0,5.1,0.0,1011.7,0.3,9.9,12.060375213623047,58.70000076293945,0.0,320.3553771972656,603,603,2,test
167,81.0,55.7,63.7,0.0,0,3.4,116.0,1011.6,61.1,9.9,0.0,0.0,0.0,0.0,0,0,2,val
1679,89.6,37.9,60.6,0.0,0,11.8,67.0,1002.7,45.6,9.1,28.892684936523438,61.10000228881836,0.0,509.5012512207031,1074,1074,2,val
1918,94.3,49.1,72.2,0.0,0,12.0,123.0,997.5,3.5,9.9,18.716686248779297,58.79999923706055,0.0,268.16668701171875,1091,1091,2,test
953,76.0,54.4,58.3,0.0,0,4.4,149.0,1015.2,73.0,9.9,9.761937141418457,63.0,0.0,181.75167846679688,727,727,2,train
2751,61.1,89.1,57.8,0.0,0,5.9,42.0,1016.9,99.0,9.9,4.4079999923706055,56.400001525878906,0.0,122.38765716552734,259,259,2,train
5907,79.4,71.9,69.5,0.0,0,8.6,151.0,1003.3,88.4,9.8,2.6736252307891846,29.80000114440918,0.0,38.40760803222656,276,276,2,train
828,85.4,46.4,62.5,0.0,0,13.7,161.0,1005.6,0.0,9.9,21.746126174926758,66.4000015258789,0.0,520.1664428710938,860,860,2,test
5054,71.6,98.8,71.3,0.0,0,11.2,91.0,1008.1,0.0,9.9,21.409439086914062,57.70000076293945,0.0,241.04803466796875,1296,1296,2,train
3582,90.6,52.2,70.7,0.0,0,6.0,283.0,1011.8,67.8,9.9,1.3301875591278076,51.20000076293945,0.0,44.490299224853516,69,69,2,train
2345,62.5,56.1,46.6,0.052,1,12.3,157.0,1015.2,77.4,8.8,1.0502500534057617,39.400001525878906,0.0,25.225889205932617,88,88,2,train
4627,79.7,67.0,67.8,0.0,0,4.5,161.0,1012.3,38.9,4.6,5.424499988555908,57.29999923706055,0.0,174.39556884765625,264,264,2,train
3450,90.9,52.5,71.1,0.0,0,5.8,288.0,1009.9,47.5,9.9,20.030437469482422,58.5,0.0,361.3608703613281,953,953,2,train
5376,82.7,52.7,63.7,0.0,0,15.8,176.0,1007.4,80.1,9.9,0.0,0.0,0.0,0.0,0,0,2,train
256,78.8,64.6,65.9,0.0,0,21.0,179.0,1003.4,4.6,9.9,19.680124282836914,32.60000228881836,0.0,59.7772331237793,1524,1524,2,train
1866,85.6,66.0,72.9,0.0,0,12.7,143.0,999.7,16.2,9.2,32.56500244140625,63.0,0.0,139.6796417236328,1595,1595,2,val
3776,91.4,52.6,71.6,0.0,0,15.9,229.0,1007.6,46.5,9.9,0.0,0.0,0.0,0.0,0,0,2,train
4417,77.1,73.9,68.1,0.0,0,8.2,91.0,1016.1,48.2,9.9,9.002062797546387,52.70000076293945,0.0,215.43344116210938,501,501,2,train
2645,56.0,96.8,55.1,0.054,1,11.3,157.0,1010.6,100.0,2.4,2.3983750343322754,40.400001525878906,0.0,47.884124755859375,200,200,2,train
4518,73.5,46.8,52.0,0.0,0,5.7,124.0,1015.0,2.8,9.9,8.740686416625977,64.30000305175781,0.0,328.3917236328125,341,341,2,test
2245,59.9,85.2,55.5,0.0,0,11.8,5.0,1015.4,100.0,9.9,0.08049999922513962,14.199999809265137,0.0,0.8963949084281921,12,12,2,train
5892,71.2,75.7,63.2,0.024,1,6.4,213.0,1007.0,35.6,9.9,10.645000457763672,55.0,0.0,251.9982452392578,550,550,2,train
2586,78.8,45.0,55.7,0.0,0,10.3,145.0,1008.0,0.0,9.9,18.919124603271484,68.0999984741211,0.0,523.7861328125,736,736,2,val
4482,89.6,35.8,59.0,0.0,0,18.3,150.0,1015.8,50.0,9.9,1.134374976158142,43.400001525878906,0.0,30.030841827392578,77,77,2,train
2127,69.1,75.0,60.9,0.0,0,12.8,171.0,1000.4,2.6,9.9,3.0220627784729004,41.79999923706055,0.0,80.47882080078125,176,176,2,train
278,62.1,87.8,58.5,0.0,0,11.6,41.0,998.9,84.5,9.9,0.8511250019073486,30.200000762939453,0.0,13.95251178741455,94,94,2,train
990,79.4,45.0,56.2,0.0,0,6.3,147.0,1015.4,90.7,9.9,5.8185625076293945,45.60000228881836,0.0,130.40975952148438,390,390,2,val
813,70.1,54.8,53.1,0.0,0,15.0,181.0,1004.9,88.9,9.9,12.015876770019531,61.60000228881836,0.0,261.6234130859375,692,692,2,train
4338,66.0,85.1,61.4,0.0,0,8.6,322.0,1008.0,0.0,8.9,0.0,0.0,0.0,0.0,0,0,2,val
3532,90.7,26.3,51.5,0.0,0,8.7,84.0,1012.4,50.0,9.9,4.421937942504883,41.29999923706055,0.0,102.10572052001953,277,277,2,train
367,76.7,47.0,54.9,0.0,0,10.6,133.0,1006.3,33.9,9.9,12.85993766784668,55.400001525878906,0.0,238.02296447753906,804,804,2,val
4903,80.9,39.5,53.9,0.0,0,13.8,269.0,1018.2,50.3,9.9,3.3263750076293945,52.70000076293945,0.0,98.72154235839844,185,185,2,train
3399,83.9,53.1,65.0,0.0,0,16.1,140.0,998.6,56.4,0.0,12.713624000549316,57.29999923706055,0.0,312.1372985839844,684,684,2,train
5928,81.1,54.3,63.1,0.0,0,9.9,205.0,1012.0,0.0,9.9,0.0,0.0,0.0,0.0,0,0,2,train
2371,73.1,56.9,56.9,0.0,0,12.5,93.0,1014.6,100.0,9.9,2.6880624294281006,35.20000076293945,0.0,46.190189361572266,244,244,2,train
5600,78.4,62.9,64.7,0.0,0,34.7,94.0,1004.8,0.0,9.9,14.142001152038574,55.70000076293945,0.0,338.6033630371094,719,719,2,test
1539,77.8,74.7,69.2,0.111,1,6.4,243.0,1006.2,82.7,3.7,8.957563400268555,64.9000015258789,0.0,269.439697265625,444,444,2,train
857,59.7,94.2,58.0,0.041,1,5.0,321.0,1007.5,73.6,9.9,7.93168830871582,55.10000228881836,0.0,199.48487854003906,447,447,2,train
5146,97.0,45.3,72.3,0.0,0,14.9,219.0,1012.4,1.0,9.9,0.0,0.0,0.0,0.0,0,0,2,test
2145,83.2,74.4,74.2,0.0,0,13.4,209.0,1008.7,89.8,8.6,0.0,0.0,0.0,0.0,0,0,2,train
1515,71.1,67.2,59.7,0.0,0,7.5,279.0,1003.3,52.6,9.9,0.0,0.0,0.0,0.0,0,0,2,val
2716,91.9,35.9,61.0,0.0,0,10.5,180.0,1014.3,27.6,9.9,3.0323126316070557,55.60000228881836,0.0,89.16228485107422,191,191,2,test
4508,83.0,72.5,73.2,0.0,0,12.6,130.0,1018.1,26.6,9.9,16.42556381225586,59.20000076293945,0.0,386.0397644042969,735,735,2,val
3587,84.8,48.0,63.0,0.0,0,8.1,210.0,1007.8,50.0,9.9,1.5250625610351562,34.29999923706055,0.0,34.0073127746582,112,112,2,val
5333,71.3,74.0,62.6,0.52,1,16.5,132.0,1009.0,83.7,5.8,33.40937423706055,63.900001525878906,0.0,455.8729553222656,1256,1256,2,train
2414,70.1,41.2,45.4,0.0,0,7.8,137.0,1016.5,64.2,9.9,1.7599999904632568,41.400001525878906,0.0,43.43085479736328,143,143,2,test
6223,63.6,80.6,57.5,0.009,1,6.0,348.0,1010.3,95.4,8.5,6.218563079833984,51.0,0.0,160.0144500732422,363,363,2,train
4178,90.6,46.7,67.4,0.0,0,10.2,174.0,1011.8,50.0,9.9,2.0550622940063477,49.20000076293945,0.0,71.48379516601562,98,98,2,test
5218,90.4,31.9,56.5,0.0,0,18.6,146.0,1015.6,67.9,9.9,0.0,0.0,0.0,0.0,0,0,2,train
5802,69.0,71.5,59.4,0.0,0,13.1,46.0,1015.0,100.0,9.9,0.9721249341964722,19.899999618530273,0.0,10.026185035705566,148,148,2,train
4071,97.1,25.6,56.1,0.0,0,17.0,176.0,1008.2,0.0,9.9,1.619437575340271,38.70000076293945,0.0,34.31034851074219,127,127,2,test
2367,73.0,56.9,56.8,0.0,0,10.7,83.0,1014.9,94.0,9.9,15.05987548828125,65.9000015258789,0.0,394.78045654296875,650,650,2,train
5304,77.2,43.7,53.4,0.0,0,8.6,80.0,1012.3,50.0,9.5,10.969125747680664,60.60000228881836,0.0,280.2476806640625,575,575,2,train
1936,74.5,60.8,60.1,0.0,0,14.6,39.0,1002.0,5.3,9.9,11.500249862670898,59.70000076293945,0.0,278.4314880371094,615,615,2,train
3014,67.0,54.55,50.1,0.063,1,3.4,343.5,1007.0,66.6,0.0,9.692187309265137,29.0,0.0,80.78785705566406,934,934,2,val
3166,68.9,63.9,56.2,0.184,1,12.4,134.0,1007.1,63.0,9.9,1.1221251487731934,25.30000114440918,0.0,17.898571014404297,131,131,2,train
5183,90.0,57.9,73.2,0.0,0,9.3,163.0,1018.8,0.0,9.9,0.944562554359436,34.29999923706055,0.0,23.92220687866211,62,62,2,test
4055,91.0,55.9,73.1,0.0,0,9.0,114.0,1017.4,50.6,9.9,2.719374895095825,53.10000228881836,0.0,99.624755859375,132,132,2,train
3150,76.1,72.2,66.5,0.0,0,3.9,223.0,1012.4,88.4,9.8,4.461250305175781,38.79999923706055,0.0,47.855613708496094,539,539,2,train
5107,78.1,84.7,73.1,0.0,0,7.0,219.0,1008.5,30.3,9.9,5.138937473297119,50.400001525878906,0.0,119.65364074707031,337,337,2,train
1489,59.6,88.6,56.2,0.0,0,8.3,150.0,1005.2,100.0,9.7,0.029999999329447746,15.100000381469727,0.0,0.33397501707077026,5,5,2,train
4214,91.7,49.3,70.0,0.0,0,15.0,230.0,1013.3,9.6,9.9,0.0,0.0,0.0,0.0,0,0,2,train
3290,90.7,35.7,59.8,0.0,0,21.9,164.0,1003.2,0.0,9.9,0.0,0.0,0.0,0.0,0,0,2,val
1029,76.6,62.7,62.9,0.0,0,14.7,110.0,1010.2,83.0,9.9,0.38087502121925354,19.399999618530273,0.0,5.531960487365723,44,44,2,train
1796,74.9,55.3,57.8,0.0,0,11.4,350.0,1005.1,43.9,9.9,0.4503124952316284,18.700000762939453,0.0,5.445936679840088,62,62,2,train
4445,96.0,16.7,43.7,0.0,0,20.1,315.0,1016.0,0.0,9.9,9.39461898803711,67.70000457763672,0.0,309.2431640625,603,603,2,train
4164,100.1,29.8,63.0,0.0,0,19.7,190.0,1003.5,89.0,9.9,10.150687217712402,47.5,0.0,206.31585693359375,646,646,2,train
4812,65.3,81.5,59.5,0.0,0,7.6,93.0,1017.2,98.3,9.9,17.980438232421875,59.900001525878906,0.0,322.2127990722656,942,942,2,val
5009,86.8,64.0,73.2,0.0,0,10.2,100.0,1006.2,18.8,9.9,0.5292063355445862,47.29999923706055,0.0,14.555696487426758,42,42,2,val
682,70.0,93.1,67.9,0.002,1,10.2,201.0,1013.9,99.9,9.9,7.873312473297119,45.79999923706055,0.0,136.5765838623047,574,574,2,train
1711,69.6,94.8,68.0,0.02,1,5.2,234.0,1007.2,89.0,9.9,0.20806251466274261,20.600000381469727,0.0,3.147329092025757,23,23,2,test
1241,65.6,43.1,42.5,0.0,0,9.2,10.0,1013.2,0.2,9.9,0.7146250009536743,43.0,0.0,15.162886619567871,64,64,2,test
5805,73.6,71.2,63.6,0.0,0,2.4,49.0,1014.8,100.0,9.9,0.0,0.0,0.0,0.0,0,0,2,train
474,59.0,90.2,56.1,0.0,0,8.0,106.0,1002.2,100.0,7.1,11.373063087463379,56.10000228881836,0.0,233.4021453857422,707,707,2,train
296,61.2,80.0,55.0,0.016,1,9.7,325.0,1001.0,74.6,9.9,9.850125312805176,56.0,0.0,245.06182861328125,578,578,2,train
337,66.4,75.7,58.5,0.0,0,10.4,157.0,1003.9,73.4,9.9,16.826749801635742,64.30000305175781,0.0,255.61944580078125,1032,1032,2,val
1971,71.0,62.2,57.4,0.0,0,8.5,13.0,1006.2,100.0,9.9,9.901313781738281,62.900001525878906,0.0,293.9735107421875,502,502,2,train
115,67.6,64.1,55.1,0.0,0,25.0,180.0,1009.6,0.0,9.9,19.313501358032227,56.20000076293945,0.0,243.7889404296875,1133,1133,2,train
4476,68.6,54.9,51.8,0.0,0,12.8,170.0,1026.4,50.0,9.9,12.273062705993652,59.5,0.0,374.37969970703125,496,496,2,train
4006,74.7,55.4,57.7,0.0,0,8.3,179.0,1012.5,73.3,9.9,17.485187530517578,66.5,0.0,366.0320739746094,905,905,2,test
2808,71.8,61.4,57.8,0.0,0,19.9,163.0,1012.4,88.2,9.9,0.12700000405311584,10.90000057220459,0.0,0.9065335988998413,31,31,2,train
2375,83.0,30.3,48.6,0.0,0,13.4,91.0,1008.2,0.0,9.9,4.741562366485596,58.400001525878906,0.0,115.49402618408203,373,373,2,val
4949,84.5,59.5,68.9,0.0,0,9.7,206.0,1012.4,45.3,9.9,13.337849617004395,56.900001525878906,0.0,268.5876770019531,1038,1038,2,train
132,46.1,92.4,44.1,0.059,1,17.2,30.0,1008.7,100.0,9.9,0.0,0.0,0.0,0.0,0,0,2,train
3425,87.7,59.4,71.8,0.0,0,9.7,79.0,1009.2,89.5,9.6,18.819250106811523,49.0,0.0,126.83248138427734,1413,1413,2,val
4148,81.8,43.1,57.2,0.0,0,10.0,98.0,1013.5,73.2,9.9,1.2781875133514404,38.70000076293945,0.0,32.53513717651367,82,82,2,train
6157,66.3,85.2,61.7,0.0,0,11.3,241.0,1007.4,78.7,9.9,7.896937847137451,52.60000228881836,0.0,187.47433471679688,476,476,2,test
3068,65.5,69.4,55.2,0.0,0,27.7,155.0,1013.3,53.4,9.9,20.323562622070312,67.0999984741211,0.0,228.31884765625,1407,1407,2,train
729,78.0,37.4,49.9,0.0,0,9.0,192.0,1000.4,51.2,9.9,12.063874244689941,45.60000228881836,0.0,124.45402526855469,1094,1094,2,train
4297,89.2,36.1,58.9,0.0,0,4.0,80.0,1008.0,0.0,9.9,0.0,0.0,0.0,0.0,0,0,2,val
6083,67.3,75.7,59.3,0.0,0,12.5,196.0,1006.5,98.6,9.9,11.642561912536621,59.70000076293945,0.0,312.16534423828125,558,558,2,train
1831,86.9,59.7,71.2,0.0,0,12.8,159.0,998.7,40.3,9.9,26.343061447143555,56.900001525878906,0.0,301.0079650878906,1252,1252,2,train
4618,93.1,45.4,68.8,0.0,0,16.1,116.0,1018.1,0.0,9.9,0.15649999678134918,21.80000114440918,0.0,2.4609830379486084,18,18,2,val
5566,82.1,50.7,62.1,0.0,0,12.8,150.0,1011.8,89.0,9.9,19.788625717163086,53.0,0.0,351.6346435546875,892,892,2,train
1123,82.3,59.2,66.7,0.0,0,12.5,122.0,999.7,27.1,7.1,3.745499849319458,48.5,0.0,94.04789733886719,258,258,2,train
5321,79.6,38.7,52.3,0.0,0,5.8,14.0,1007.9,86.4,9.9,19.4138126373291,60.400001525878906,0.0,432.97515869140625,822,822,2,train
23,71.3,77.2,63.8,0.0,0,22.6,204.0,1001.4,100.0,9.9,0.0,0.0,0.0,0.0,0,0,2,train
4930,84.6,55.4,66.9,0.0,0,11.0,179.0,1009.8,50.0,9.9,5.055562496185303,44.10000228881836,0.0,105.91763305664062,370,370,2,test
3908,89.1,25.1,48.8,0.0,0,18.3,160.0,1001.9,0.0,9.9,13.458561897277832,56.5,0.0,294.1113586425781,744,744,2,test
1408,71.0,75.7,63.0,0.0,0,10.8,116.0,1001.9,100.0,9.7,0.21675002574920654,28.399999618530273,0.0,5.045658111572266,15,15,2,train
4969,92.1,35.5,60.9,0.0,0,6.9,280.0,1009.5,0.0,9.9,0.0,0.0,0.0,0.0,0,0,2,train
1355,69.8,38.9,43.6,0.0,0,12.9,216.0,1002.4,85.6,9.9,0.0,0.0,0.0,0.0,0,0,2,test
2226,57.1,85.2,52.7,0.0,0,9.2,10.0,1017.0,100.0,9.9,1.2453750371932983,28.0,0.0,23.543703079223633,108,108,2,val
5239,90.2,28.1,52.9,0.0,0,9.4,145.0,1015.1,12.2,9.9,10.708561897277832,61.79999923706055,0.0,241.25479125976562,657,657,2,train
4332,69.2,81.7,63.4,0.0,0,8.6,108.0,1012.4,75.7,9.9,5.848875045776367,40.10000228881836,0.0,85.8717269897461,503,503,2,val
4873,77.9,84.8,73.0,0.002,1,9.1,170.0,1009.4,84.9,9.9,9.829124450683594,37.5,0.0,140.37477111816406,756,756,2,train
5813,64.7,78.2,57.8,0.0,0,5.2,32.0,1018.7,100.0,9.9,1.7595000267028809,53.29999923706055,0.0,59.22832107543945,91,91,2,test
4047,78.6,72.5,69.0,0.0,0,10.2,59.0,1009.7,27.0,9.9,0.7147499918937683,15.90000057220459,0.0,7.545456409454346,105,105,2,train
1879,75.6,56.9,59.2,0.0,0,9.2,10.0,1005.8,49.6,9.9,10.498249053955078,64.80000305175781,0.0,361.80621337890625,438,438,2,train
1507,72.0,75.8,64.0,0.0,0,11.8,195.0,1007.7,94.2,9.9,0.9408125281333923,35.400001525878906,0.0,23.005939483642578,67,67,2,train
5837,87.6,40.0,60.3,0.0,0,9.2,88.0,1012.3,46.5,9.9,8.576250076293945,54.60000228881836,0.0,187.4834747314453,543,543,2,train
2853,79.3,62.7,65.4,0.0,0,14.6,117.0,1015.2,6.6,9.9,19.2318115234375,66.4000015258789,0.0,339.3345947265625,984,984,2,train
2966,67.1,71.2,57.5,0.016,1,19.4,116.0,1017.2,57.2,9.1,0.0,0.0,0.0,0.0,0,0,2,train
1461,73.9,72.6,64.5,0.0,0,11.2,170.0,1014.3,65.6,9.1,15.5962495803833,51.10000228881836,0.0,287.8085632324219,929,929,2,val
4029,86.1,46.8,63.5,0.005,1,10.9,110.0,1003.5,0.0,9.9,21.34099769592285,68.30000305175781,0.0,604.2344360351562,792,792,2,train
4920,87.0,48.6,65.3,0.0,0,12.0,234.0,1011.7,0.9,9.9,9.212562561035156,58.400001525878906,0.0,272.6520690917969,418,418,2,test
1966,80.1,76.5,72.0,0.0,0,18.1,141.0,999.7,0.0,9.9,6.123188018798828,41.79999923706055,0.0,130.7516632080078,380,380,2,train
3828,87.0,57.4,70.1,0.011,1,14.0,228.0,1010.2,24.0,9.5,17.339311599731445,58.5,0.0,387.4825134277344,836,836,2,train
2324,73.7,35.4,44.6,0.0,0,19.9,170.0,1017.0,57.8,9.9,23.81612777709961,61.60000228881836,0.0,267.12713623046875,1231,1231,2,train
692,83.0,49.6,62.2,0.0,0,17.5,246.0,1014.8,87.1,9.9,0.08950001001358032,21.100000381469727,0.0,1.3358269929885864,10,10,2,train
322,63.2,81.2,57.4,0.0,0,11.5,154.0,1004.1,72.9,9.9,1.2520625591278076,21.600000381469727,0.0,15.753421783447266,151,151,2,train
5621,74.3,81.2,68.1,0.0,0,9.9,96.0,1009.9,74.5,9.9,13.831624984741211,62.400001525878906,0.0,459.3799743652344,529,529,2,train
3915,81.7,59.8,66.4,0.0,0,4.0,286.0,1004.3,0.0,9.9,1.3512500524520874,36.79999923706055,0.0,32.470489501953125,94,94,2,test
4247,86.6,56.2,69.1,0.0,0,7.2,290.0,1015.6,48.4,8.4,3.7737503051757812,51.79999923706055,0.0,65.6562271118164,335,335,2,test
4460,83.0,65.0,70.1,0.0,0,6.9,300.0,1009.7,90.0,9.9,2.337312698364258,48.0,0.0,72.36951446533203,121,121,2,train
2927,91.7,37.3,62.0,0.0,0,3.3,180.0,1012.6,42.6,9.8,2.3021249771118164,50.60000228881836,0.0,69.1726303100586,124,124,2,train
5815,51.7,84.2,47.1,0.0,0,1.1,16.0,1012.1,5.3,9.9,1.9421250820159912,42.29999923706055,0.0,38.6843147277832,177,177,2,val
4973,85.3,50.0,64.6,0.0,0,7.5,257.0,1016.3,56.1,9.2,11.349749565124512,51.70000076293945,0.0,246.2666778564453,623,623,2,train
822,70.0,54.9,53.1,0.006,1,6.0,171.0,1006.0,88.8,9.8,0.9483749866485596,21.100000381469727,0.0,11.782822608947754,124,124,2,train
4894,86.0,62.0,71.5,0.0,0,4.7,350.0,1011.6,71.4,9.6,0.0,0.0,0.0,0.0,0,0,2,train
3750,80.1,71.7,70.1,0.0,0,3.8,120.0,1004.3,50.0,9.9,15.401623725891113,58.0,0.0,310.86407470703125,794,794,2,test
4776,87.1,37.6,58.1,0.0,0,7.2,244.0,1011.9,0.0,9.9,3.2723748683929443,29.5,0.0,36.034576416015625,405,405,2,train
5141,97.0,46.5,73.1,0.0,0,13.6,251.0,1012.3,3.6,9.9,11.835125923156738,54.60000228881836,0.0,349.67633056640625,491,491,2,test
2239,57.8,86.9,54.0,0.0,0,12.0,28.0,1016.0,100.0,6.6,4.8341875076293945,51.400001525878906,0.0,116.84378814697266,341,341,2,train
363,75.1,48.2,54.2,0.0,0,13.1,124.0,1006.4,81.7,9.9,0.0,0.0,0.0,0.0,0,0,2,train
3997,75.1,54.6,57.6,0.0,0,13.1,224.0,1012.8,8.8,8.4,6.668499946594238,60.20000076293945,0.0,129.05914306640625,493,493,2,train
3146,82.4,61.7,67.9,0.0,0,7.1,183.0,1014.7,87.4,9.9,13.726375579833984,54.900001525878906,0.0,290.6185607910156,715,715,2,test
3488,90.7,60.8,75.3,0.0,0,3.6,68.0,1011.1,47.5,9.9,8.416500091552734,57.0,0.0,236.4300994873047,446,446,2,train
4522,73.0,49.1,52.7,0.0,0,5.5,123.0,1015.6,0.6,9.9,0.0051875002682209015,8.300000190734863,0.0,0.04302935674786568,1,1,2,val
2884,74.5,61.8,60.5,0.0,0,18.4,135.0,1010.8,44.7,9.9,27.498001098632812,64.5999984741211,0.0,395.80157470703125,1213,1213,2,train
5415,85.8,67.7,73.9,0.0,0,3.9,296.0,1013.5,89.4,9.9,13.925063133239746,54.70000076293945,0.0,248.5445556640625,808,808,2,train
1312,60.5,92.2,58.2,0.025,1,8.0,87.0,1012.3,64.7,4.1,10.853876113891602,59.5,0.0,313.1410217285156,490,490,2,val
790,64.5,84.8,59.9,0.0,0,12.7,160.0,1004.7,11.1,9.9,0.02318749949336052,26.0,0.0,0.49896863102912903,2,2,2,train
3849,79.0,65.1,66.3,0.0,0,1.0,59.0,1009.9,0.0,9.6,10.247562408447266,59.0,0.0,312.20428466796875,461,461,2,train
3732,80.0,77.7,72.5,0.123,1,5.8,163.0,1007.0,96.2,9.9,5.713312149047852,58.29999923706055,0.0,175.61322021484375,296,296,2,val
989,74.9,61.5,60.8,0.0,0,5.9,64.0,1001.3,91.4,9.2,0.0,0.0,0.0,0.0,0,0,2,train
324,65.2,72.7,56.2,0.0,0,13.0,162.0,1003.8,31.9,9.9,9.197625160217285,51.60000228881836,0.0,157.202392578125,642,642,2,val
1257,83.8,64.9,70.7,0.0,0,6.9,133.0,1013.3,94.4,9.9,0.0,0.0,0.0,0.0,0,0,2,train
1546,69.6,72.4,60.4,0.0,0,8.1,250.0,1004.1,26.8,9.9,3.697187900543213,33.29999923706055,0.0,51.949737548828125,369,369,2,train
903,67.7,74.4,59.3,0.0,0,9.4,88.0,1017.4,66.1,9.9,13.86512565612793,56.79999923706055,0.0,222.30691528320312,897,897,2,train
4140,66.6,84.38,61.8,0.02,1,6.3,35.7,1009.0,100.0,0.0,9.19487476348877,53.400001525878906,0.0,136.07504272460938,724,724,2,train
4163,96.2,33.5,62.8,0.0,0,20.2,178.0,1006.2,53.0,9.9,1.2830625772476196,44.20000076293945,0.0,26.949695587158203,130,130,2,val
2723,87.2,29.6,51.7,0.0,0,10.8,184.0,1014.2,18.0,9.9,13.803813934326172,63.0,0.0,365.2250671386719,610,610,2,train
1696,75.6,82.4,69.8,0.0,0,3.8,70.0,1004.9,100.0,9.0,13.335312843322754,52.900001525878906,0.0,254.7201690673828,745,745,2,train
3608,81.9,65.2,69.1,0.0,0,7.0,133.0,1006.3,48.1,9.9,14.437187194824219,59.79999923706055,0.0,351.9206237792969,665,665,2,train
2722,89.9,45.0,65.7,0.0,0,9.3,179.0,1014.2,0.0,9.9,14.630375862121582,63.70000076293945,0.0,389.7471618652344,630,630,2,val
4222,83.2,31.4,49.7,0.0,0,14.1,65.0,1015.1,89.0,9.9,0.5870624780654907,23.80000114440918,0.0,7.150451183319092,96,96,2,train
699,75.0,78.3,67.8,0.0,0,14.2,190.0,1013.7,61.4,9.5,9.154561996459961,43.70000076293945,0.0,166.6525421142578,617,617,2,train
2842,84.4,44.9,60.7,0.0,0,19.0,171.0,1016.8,17.1,9.0,16.621437072753906,59.79999923706055,0.0,331.7077331542969,843,843,2,train
411,67.9,56.6,51.9,0.0,0,7.2,87.0,1007.7,67.1,9.9,0.05756250396370888,16.80000114440918,0.0,0.881855309009552,6,6,2,train
432,60.9,93.4,59.0,0.012,1,12.2,323.0,1005.4,97.1,5.5,0.8292500376701355,12.699999809265137,0.0,5.746656894683838,183,183,2,val
5486,68.0,100.0,68.0,0.0,0,7.4,90.0,1009.8,0.0,9.9,0.0,0.0,0.0,0.0,0,0,2,train
1821,81.2,62.3,67.1,0.0,0,10.7,55.0,1000.7,24.0,9.9,0.0,0.0,0.0,0.0,0,0,2,test
3280,88.1,40.5,61.1,0.0,0,21.9,140.0,1005.0,88.5,0.0,30.663503646850586,65.80000305175781,0.0,373.62835693359375,1306,1306,2,train
1297,61.0,91.3,58.4,0.0,0,9.0,75.0,1013.2,99.1,2.6,0.017124999314546585,13.699999809265137,0.0,0.23431916534900665,2,2,2,train
4486,85.9,76.1,77.5,0.0,0,5.4,190.0,1014.1,50.0,8.0,2.829125165939331,57.5,0.0,73.53948211669922,206,206,2,train
4108,83.0,69.3,71.9,0.037,1,0.0,0.0,1018.1,16.0,9.9,2.299875259399414,41.10000228881836,0.0,54.22792434692383,164,164,2,train
2352,69.8,42.6,46.1,0.0,0,11.0,135.0,1013.0,31.5,9.9,0.0,0.0,0.0,0.0,0,0,2,val
5775,79.6,60.8,64.9,0.0,0,12.8,205.0,1004.6,55.2,9.9,30.85124969482422,55.60000228881836,7.300000190734863,121.06352233886719,1600,1600,2,train
4033,72.0,73.3,63.0,0.0,0,8.0,259.0,1005.1,49.1,9.9,0.17387498915195465,30.5,0.0,3.320667028427124,16,16,2,test
2198,60.5,93.7,58.6,0.0,0,5.8,73.0,1016.4,100.0,7.8,15.331686973571777,50.70000076293945,0.0,168.47125244140625,1081,1081,2,val
1641,92.6,44.8,68.0,0.0,0,12.9,71.0,1001.4,46.1,8.2,3.918562650680542,46.20000076293945,0.0,83.22857666015625,292,292,2,test
5405,70.5,92.7,68.3,0.028,1,13.5,157.0,1010.0,54.1,6.7,5.5130815505981445,48.20000076293945,0.0,134.2920379638672,354,354,2,test
5903,84.9,60.0,69.5,0.0,0,11.0,190.0,1007.1,62.8,9.9,0.0,0.0,0.0,0.0,0,0,2,val
